sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
2872,3637,16695,20280,34833,9472,30980,42983,6933,15363,41472,545
49719,51252,63542,1336,29713,9728,35076,43495,3093,23811,53504,4641
12344,13109,25911,29752,41489,9728,25348,42727,63764,24067,46848,58144
35640,35893,48183,53048,51985,10496,35076,41191,58132,18435,47616,2849
31032,30773,43831,47928,47121,10752,18692,42471,62996,18691,44800,56608
16440,16437,29239,33080,41745,10240,24836,39911,58644,24323,55808,56096
23096,23349,36151,39992,42001,9728,20740,46567,57876,13827,48640,63776
22584,23093,35383,39992,42001,9728,23044,47847,61460,9475,46080,5153
13368,13877,25655,30520,38929,13056,26884,46823,58132,16387,52224,60960
3384,4661,15927,20792,33553,9984,20228,43751,62996,14851,49408,59168
5176,6965,17719,22072,36881,10496,14852,39655,53268,14339,40960,60448
28984,29493,41527,46392,44561,10240,14340,52967,55572,15875,40704,53792
52279,53812,65078,3896,28433,9728,19716,50151,50452,15619,37888,59936
28216,28981,40503,45624,43537,10496,8964,47079,60436,16131,45568,59424
28216,29237,40503,45624,44049,10752,11268,50663,57620,5379,43008,52512
51511,53300,64566,3384,26897,9728,14340,49895,57876,10499,35840,52000
57399,58932,5175,9272,27409,9728,4100,49639,50196,5379,32256,545
57911,58164,5431,9528,26129,9216,6148,50407,57108,9475,42240,53280
58423,61236,5943,10296,29201,11008,4356,54247,44308,8707,40704,55072
59447,61236,6711,11320,29201,10496,3844,48871,56340,12035,37632,53536
60727,61236,8247,12088,27665,9728,63747,54503,49940,11011,45568,56352
19000,19253,31543,35896,35345,10240,7172,52967,38676,7683,38656,52768
26424,26165,38967,43832,38161,11264,64771,49895,46356,2563,41728,51232
21816,21813,33847,38968,36113,12544,61187,51431,44052,12291,40960,49440
60727,62772,7991,13368,27153,9984,4612,54759,38676,2819,38912,54560
63287,64052,10807,15160,26641,9472,62211,53223,42772,5891,37632,42272
22840,23093,35127,39992,36881,10752,62211,48103,39700,8963,31744,49440
56,53,12343,16952,27665,13056,61699,48103,39956,7683,44544,52256
24632,24885,36663,42040,37393,9984,1796,47591,39188,7171,35840,58144
7736,8757,20023,24632,30481,13824,4,50151,37652,9219,36352,50720
27704,27957,39735,45368,36369,10496,58371,53479,40468,4099,44544,55328
49975,51508,62774,1848,20753,9472,57091,61927,41236,7683,34048,54048
53559,55092,567,5176,21009,9728,62979,48103,42004,16387,48384,54560
28472,29493,40759,46136,38673,10496,62467,45543,40980,13571,33792,60448
49207,51508,62006,1080,21521,10240,57859,49127,37396,9731,34560,57376
27192,27957,39223,44856,39441,10496,57347,42215,32788,9731,37888,55328
27448,28981,39735,45112,37905,10496,62211,49127,32532,12035,38656,60960
58423,59956,5431,10296,26129,9728,61187,41959,35860,2307,38400,54816
48184,47669,59447,65080,49169,11008,61443,42727,38932,18179,40960,62752
59191,61748,5687,10552,24849,10240,56067,45287,32276,12803,37120,60704
