sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
59444,37938,15162,26681,3866,9984,49929,11778,53534,57347,18945,59680
37173,15923,63290,8250,31258,10752,50185,7682,54046,60163,17153,53280
60724,38962,16954,28473,6938,10240,48137,17410,50718,54275,16385,56608
25397,3379,50234,61241,24602,11008,49929,17410,47390,56579,24833,57888
12341,56370,35898,47161,18458,13568,51465,6658,58654,49923,18177,53536
16437,59954,40506,51257,18202,10240,50953,15618,42270,51203,22273,59424
26677,4915,51514,62009,24090,12032,58121,17666,40222,55555,18433,49184
21557,65330,46394,56889,21786,12544,47881,11010,49438,46595,11265,58656
22325,51,46650,57913,22810,10240,49417,19714,46110,50435,16385,56096
21301,64306,45370,56121,22042,12800,48649,16642,42526,55299,17921,57888
23861,1331,48698,59705,23322,12288,48905,17666,55582,51971,11009,44832
23605,51,48186,59193,22554,13824,47113,13058,49950,52995,15361,47648
38453,15411,64570,9786,29978,10240,56329,4866,35614,52995,7169,52256
15925,59442,39994,51257,17946,10496,58889,11266,40734,51203,15105,52256
59700,36658,16186,27449,3354,13056,54281,16386,40990,48131,9985,51488
20533,63282,45114,56121,20250,9728,53257,11010,38686,48131,13057,49952
1845,45362,24378,35641,10778,14080,63497,13570,45854,48643,12289,43808
17461,59954,42042,53049,18714,9984,56073,7682,32542,47875,13569,56096
59700,37682,16186,27449,6170,9984,50953,14082,33054,61187,19457,42272
57396,34354,13626,25401,4378,9472,52233,7426,44062,50691,13057,53792
35125,12339,61754,6714,28954,11776,53257,13058,34846,45315,17153,52256
28213,5171,53562,64313,26138,11008,62217,5378,26910,51459,6657,47136
30773,7731,57146,2106,28698,9728,49417,11010,44830,54787,17409,52000
26677,3379,53050,63289,27162,10240,56073,10498,34334,54531,13569,46880
31285,7731,58170,2874,28442,9472,59401,13058,36126,49155,11265,46112
57652,33842,14650,25657,5914,9728,52489,5122,36126,45571,11521,43040
42549,17715,4155,14394,34842,11520,50185,14338,37918,52739,9217,47648
27445,4659,53562,64057,26906,11264,47369,3842,28958,52995,12545,49440
58676,35890,15930,26681,5914,9984,49161,1538,29726,54275,13313,47392
62260,39218,20282,31033,8730,10240,42761,64257,29470,44547,5121,46112
38965,15155,1083,11322,32794,10752,52233,9730,31006,47875,8449,48160
61492,38706,19514,30777,6682,9728,46601,7682,26142,37891,9473,44064
15669,59186,41274,51769,19994,12800,53257,7170,28190,50691,8961,49952
60468,37682,19258,30009,5402,9472,49673,61697,25374,48899,63488,41760
20789,63794,47418,58425,21530,9728,47369,3074,26398,50435,15617,42272
20789,63282,47162,57913,23322,9984,47625,3074,26398,42243,6401,41248
20277,63282,46138,57145,21530,10496,48649,57089,18206,41731,12289,43808
59188,37682,17210,28729,5658,13312,54025,64257,21790,49155,2049,48672
62772,40242,21306,32825,7962,9472,47881,2818,19998,45827,62976,40736
33589,11827,61242,6458,28954,11008,46345,60161,10270,44803,2817,44064
39733,17715,2363,13114,32026,12288,51209,60161,17694,42243,2817,45088
26421,3891,53050,64057,24346,10240,36873,258,18206,44291,4097,52256
50484,28722,7738,19769,64793,10496,46601,52481,18206,38659,5121,40480
48436,26674,5434,16697,64281,9984,41993,58369,16158,44803,63488,41248
64820,42290,22842,34361,7706,13568,45577,62209,17182,38659,62720,48416
20789,64050,46906,57913,19482,10496,47369,64769,18462,44035,3585,42528
49716,28466,6714,18745,65305,10496,42505,51201,16926,43523,60416,38432
4917,48690,29242,40505,9242,10496,42761,58113,15646,49923,61952,37152
2613,46642,27194,38713,10010,9984,38153,56833,14110,37635,2049,44576
12853,55346,38202,49209,13594,12544,38153,58369,22558,43523,60160,40736
63028,41522,20794,32057,3610,10752,50441,64513,23582,52227,65280,40480
62516,41522,20794,32057,5146,10496,41225,61185,15134,50435,8193,45600
5685,48946,30522,41017,8474,13056,43529,55041,18206,48387,5121,41504
20277,64306,46650,57401,18970,9984,50185,2306,13342,51203,58880,37152
53,44594,24890,36153,6938,9728,46601,64257,24094,53251,60928,38688
18997,62770,44602,55609,17690,12800,40457,59649,25630,46083,60928,41760
24885,3891,51258,62265,22042,10496,41481,60417,17438,54787,59136,41248
43317,21811,5691,16186,33306,11264,38921,64513,18462,43267,257,41248
20021,64306,45882,57145,18202,10752,42249,57601,24606,50435,769,40736
24117,1843,50490,60729,22042,9728,37385,64257,23582,45827,4865,44832
42549,20531,5435,16186,32794,10240,36617,1538,19486,54787,62720,45088
2357,46386,26682,37945,10010,9472,36105,2818,24862,50435,61952,46880
40501,19763,2875,13370,30746,10752,37129,770,15902,52483,5633,43808
21557,64818,47162,57913,20762,9984,27913,5122,27934,46083,64512,43808
40245,17971,2619,12602,31002,9984,32521,1026,21278,52227,58368,42528
41525,19251,3643,14138,32026,9984,38921,770,22814,43779,5633,41248
4149,48178,28474,39225,10266,9984,33545,1026,28446,50435,3329,44064
49716,28210,6714,17721,282,9984,32521,62209,32286,48643,5633,46112
18485,61490,44346,54841,20250,9984,27401,770,23326,52227,3841,42528
17205,59698,42298,52793,18714,9728,28169,61697,22046,57603,4353,48928
62516,39986,20538,31033,7450,9472,34569,63233,32030,59907,8705,48928
60980,38706,18490,28985,7194,9472,30985,6914,27166,47619,9729,44576
37685,15155,64058,8506,33306,12800,38665,4610,33822,44803,3073,56352
23349,1587,48698,58937,24346,12032,32521,2306,36126,56835,12545,55072
57396,35122,13882,24633,6426,10240,34057,5378,35358,56835,5633,51488
26421,4659,52026,62009,25626,11264,32521,7426,31774,61443,8705,42528
25909,3891,52026,61753,26394,11520,35337,64769,37918,59395,24577,48928
23349,1331,48954,58937,26138,12288,33545,3586,28958,56067,9473,51232
13877,57650,38202,48697,20250,10240,27145,9474,34846,60675,8193,45344
10805,53810,34874,45369,17946,9984,27657,8450,41246,50947,11777,52000
27189,4659,53050,63545,28442,10752,26121,4610,40222,56835,15105,46368
25397,2867,51514,61753,26650,10752,27913,6402,36382,51715,17921,44576
26933,5171,52538,62777,26906,10752,24841,17922,45854,56067,11777,50976
51508,29746,7994,19001,5146,9984,29961,11010,39710,52739,18433,45344
44341,21299,6203,15674,39194,11008,22025,12034,40478,53763,13057,46112
27701,4915,53306,63289,28954,9984,37641,9474,42526,53251,12033,56608
26165,3891,51258,61497,28186,10240,31497,16642,41758,52739,11777,47904
56628,34098,13114,23865,6426,9728,26377,21250,43294,61955,15617,46624
20533,63538,45626,55609,23834,10752,35593,15618,46622,55555,23553,47904
52788,30770,8506,19513,8218,9984,28681,14850,45854,56579,18689,49184
10805,54578,34106,44601,19738,10496,24841,13314,45598,59651,19969,46880
41781,18739,2619,12346,39194,12032,31753,17410,50206,58371,14593,45344
10293,53554,33850,43833,20506,10496,28937,19970,49950,54531,16129,53024
27189,4403,52026,61753,29722,10752,30217,18690,46366,58115,18177,45088
55860,33330,12346,22585,10522,9728,26889,15106,48926,55299,14081,50976
54580,32562,10554,20793,8730,10496,30985,22018,48414,60419,18689,52512
8757,51762,32058,42553,20506,10496,23049,13570,54558,64259,20993,46880
58164,35890,14138,24633,10522,10752,28937,21250,44830,56579,16129,46624
26421,3379,51258,60985,30490,11264,28425,15618,53534,52739,26113,51744
14133,56626,37434,47417,23322,10240,28425,19970,47134,53251,23041,48416
27701,3891,53050,62777,32794,10496,31753,9986,47646,54787,19201,52512
55604,32562,11322,21561,9754,9728,29961,13826,49694,51459,25089,52768
57140,33330,12858,23609,12058,9728,37641,18178,44062,55043,14337,53024
27957,3891,52282,62265,33050,10752,34825,15618,52254,56323,18433,57888
10293,52274,33338,43321,23578,9984,35593,15362,50462,54787,14081,55840
9525,51506,32570,43065,23066,10240,31241,21506,43294,51971,24833,47392
53044,28978,9018,19513,8986,9216,35337,13826,48926,58883,19201,50720
18229,60210,42298,52537,27930,10496,39433,17410,48670,55811,17665,52000
18997,60210,43322,53561,27930,9728,33801,20482,51230,52995,14849,49696
9781,52530,32826,42809,22042,14080,40713,12802,42782,43267,20481,56864
38453,15155,64314,8506,39194,11008,40201,17922,49182,51715,16641,50208
17717,59698,41530,51769,26138,9984,39433,22274,43550,54787,16129,54304
53,43058,22074,32825,15642,10240,43273,12034,47902,52227,27649,49952
55348,32306,11322,21817,10266,10240,38409,11778,49950,51715,22273,51744
821,43570,22586,33081,15386,10752,42505,4354,49438,44291,21761,48928
2101,44338,24634,35385,16410,9728,48137,11778,49438,48387,12033,62496
6453,48434,28986,39737,17690,9728,43273,14850,55070,54787,15873,49952
22581,64562,47162,57401,26394,9728,48649,17922,51230,43779,12801,56864
53300,30002,9018,19769,6426,9472,41993,11522,48158,43779,11009,42528
26677,2611,51002,61241,29210,10496,51465,11266,44830,41987,11009,50208
8757,51506,31802,42041,20762,10752,44041,12546,43038,48387,17153,48160
31285,7475,56122,826,34074,12800,35337,14594,36126,43011,6913,52000
52276,28466,7994,18489,5146,9984,49161,11010,47646,38403,12545,47392
53044,29234,8506,19001,7962,9984,52489,5378,52254,43011,10497,47392
25909,2099,50234,60473,29210,10752,47369,10242,45086,33539,9473,52256
5941,48434,29242,39737,18202,9728,47113,8194,43038,38915,12545,55072
52532,30002,8250,18745,7450,10496,52489,7682,46622,37891,10753,53024
53300,30002,9018,20025,6938,9472,39177,4866,39966,47619,16897,52768
15669,57906,39738,49977,23066,9472,48137,12290,42014,46339,6401,39200
17205,59698,41274,51513,24090,10240,49161,3074,43294,37123,6913,43040
16181,57650,40762,51001,23834,9984,50185,65025,37406,44547,5121,46112
26165,1843,52026,61753,29466,11264,40713,4354,31518,45827,7681,41760
14901,56626,39226,49465,22042,12800,56329,6914,41502,38147,3329,45088
61492,38962,18490,29241,12826,10496,59913,2306,38686,40707,1281,46112
61492,38706,18746,29497,12314,10240,50953,64001,40990,44547,5633,49952
53812,31282,10042,21049,8218,13312,42505,64513,40478,45571,62208,56352
10293,52530,34362,44601,20762,13568,49417,64513,45086,45827,4353,52256
5941,47666,29754,39993,17690,13824,50441,3842,43294,48899,63744,52512
11829,53810,36410,46905,22554,13312,49929,258,39966,39427,5121,48928
49716,26674,6202,16953,6170,10240,51465,61185,51742,40451,5889,53024
50484,26930,6458,17465,5402,9728,53513,61441,43294,42243,7681,49184
51764,28210,7738,18489,7962,10496,42249,4098,42526,46595,8705,54816
5685,47154,28986,39481,18202,9728,50185,63745,40222,43267,11265,52768
8501,50226,32314,42809,21274,10240,47881,58881,45086,45571,1537,56352
4917,47410,28730,38969,19994,10240,47113,64257,34078,45059,8705,58656
3125,49202,24890,35385,19482,13312,49929,2050,40222,40451,1,51744
23349,65330,48442,58681,28954,10752,44297,64001,38430,42243,7681,54304
20533,62002,45626,55353,26394,10240,46857,64257,43550,42755,3841,62752
13621,55602,37946,47929,22554,10240,38921,59393,42782,57347,3841,55072
3637,45874,27194,37433,17946,14336,40201,258,31518,52227,64512,60704
19253,60466,44090,54585,28186,9984,41737,258,44574,47875,2049,54048
10293,50738,34362,44601,21530,13056,41737,514,40478,42243,6657,59168
21045,62514,45882,56377,28186,9984,34825,6402,46878,46083,3841,53536
53,42290,23098,33337,15898,10496,36361,514,39966,40963,9473,57376
21045,62770,45882,56121,27930,10240,33801,8450,39454,50179,2817,53792
53,41266,23098,33849,15386,9984,34825,6402,43550,39939,8449,49696
3637,44850,26426,37177,16922,9728,34313,58881,40222,50435,12033,57888
49204,25650,5178,15673,5658,10240,43529,5122,43038,50435,65280,50720
20277,60978,45626,55353,26394,10496,37385,62465,40222,48643,11009,48416
26933,3123,52538,62777,31514,10496,40201,5378,47646,48899,8449,58656
25909,2099,51002,60985,30234,10752,39433,8962,46366,50947,14593,58656
25397,1331,50234,60217,29210,10752,37129,4098,46622,50179,19201,53792
20277,62258,45370,55609,27418,10496,40457,4354,43294,48899,5121,58912
23605,65074,48442,58425,30490,10496,41737,6658,46622,52483,13569,53024
18741,59954,43578,53561,27418,10496,35081,514,40478,50691,8961,52256
821,43570,23098,33849,17690,10496,41993,12290,52254,51971,11521,59680
15157,56882,38970,49209,25114,14592,48137,12034,43294,56323,7681,56864
18229,59442,42298,52793,26906,9984,41993,7426,48414,52483,16129,56608
18741,59186,42810,53305,26394,9472,46857,10754,48670,56579,257,57888
15669,56882,39482,49721,26138,9472,44809,4866,41246,57603,11521,54816
20021,60722,44602,54585,27674,9984,43017,13058,48414,49923,2049,55840
21813,62258,45882,55865,28186,9728,47625,10242,41246,51203,7169,57376
45364,21554,65337,10809,3098,10240,43785,10242,41246,59651,3841,55072
22837,64050,47418,57145,29978,10240,39177,14082,43550,54019,65280,54560
2869,44082,25402,35897,17946,9728,43273,5890,49694,49411,14593,57376
44341,18739,4667,14394,41754,10496,39177,12802,49694,55811,3329,48928
24117,65074,48698,58169,29722,10240,38153,9474,43550,55299,1025,48416
21301,61234,45114,54585,28186,9984,46857,5634,53022,50179,8193,56352
63284,39218,18746,29497,14106,10496,41481,6658,48414,52995,14337,52256
18229,59698,42298,51769,27162,10496,31241,15362,50206,58627,16641,48928
50740,25394,5434,15929,6426,9472,31753,14338,47134,56067,18433,59680
4661,44594,26682,36921,19994,10240,40969,9730,43294,63747,13825,58144
55092,29490,10554,20793,11546,11776,36873,14338,47646,59907,10241,57376
2101,43570,23866,34105,18202,10496,28937,18946,53534,62979,11265,62240
19253,59186,42042,52281,28186,9984,36105,10242,54558,52739,18689,63008
25909,307,49722,59705,32282,11008,36105,20738,54558,59907,17409,51744
27701,1843,52026,61753,34330,10496,37385,15362,45342,55811,4609,58144
51764,26674,6714,16697,9754,9728,37897,11778,48414,58883,14081,63776
20277,59698,43322,53049,29978,11008,45833,14082,50974,52995,14849,58400
11317,50994,33338,43321,23834,9984,36361,16642,48670,56323,16385,52768
60468,35122,15674,25913,13338,10496,41993,14082,53534,55043,13057,45856
58164,32306,13114,23097,13082,9728,50185,15874,49438,51459,13057,56352
10293,49970,32570,42041,21530,9984,44553,9986,52766,54275,17921,62496
51764,25906,6202,16441,7450,9472,45833,11522,53534,58627,13569,57120
7477,47154,29242,39225,19226,9984,49161,10754,51230,50435,18689,55584
24885,63794,48442,58169,31002,9728,47625,16642,56094,54019,15105,58144
21045,60722,43834,53817,28698,10496,40969,10754,47390,51459,8449,57632
2869,42546,24890,34873,18202,10240,41225,15106,51486,58627,23809,54816
10805,50738,33082,43321,22810,13568,42505,13570,57374,51459,13313,57376
61748,36402,16954,26681,14362,10496,44809,11778,55070,56067,12545,58400
63796,37426,19258,29241,17178,9728,45833,12034,61214,56067,13057,55328
5429,44850,26938,36921,19226,10240,49929,18434,56606,50435,16129,52768
5685,45618,27706,37945,18970,9472,48393,19202,55326,51459,16641,53024
6197,45618,27706,37689,19482,9728,38153,12034,54046,48131,11521,61728
24373,64306,47674,57401,30234,10752,43785,6146,55326,47619,13569,54304
25909,307,49978,59449,32538,10240,44297,8706,53790,49667,28929,50720
53556,28210,7738,17721,11034,11520,44809,12290,59422,56323,18177,55328
53,39474,21306,31289,17690,13312,41993,8450,49182,48643,14337,53280
23349,62770,46650,56121,29466,9984,40201,12802,58654,48899,19201,49184
65332,39986,21050,30777,17434,10496,43017,11266,56094,52739,18689,52768
64308,38962,20026,30009,16922,10240,43273,11266,55838,55555,14593,47648
23349,63282,46650,56377,30490,9984,50441,7682,58910,48899,17409,52000
23605,62770,47418,56889,29722,9728,38921,12290,54814,48643,14081,53024
46900,21554,314,10553,5146,10496,37129,5122,50718,46083,11777,52512
52788,26930,7482,17465,8986,11520,46089,12802,53278,52995,15105,52000
55092,30258,10042,20025,10522,12544,40969,12034,59166,50691,14593,52000
3893,43826,25658,35385,20506,10496,44041,14082,52766,44291,19713,49184
48436,22578,2874,13369,7962,9984,41481,15106,57374,55043,19713,44320
4405,44082,26682,36409,20506,9984,40713,15618,53278,54019,24833,52000
1333,41778,23098,32825,18202,10240,36361,11266,57374,39939,13313,46624
22581,62002,46906,56121,31770,9984,39433,15874,49950,40195,25089,39200
39221,16691,63802,7738,41498,13568,33801,13314,57374,55555,14337,46368
59188,32818,14650,24377,15386,12544,40201,13058,53278,46083,17921,51744
52020,26930,6714,16953,11290,11520,36617,12290,45598,48643,7937,41504
48692,23346,3386,13625,7706,10240,35337,17666,54046,53251,16897,46112
3381,42290,25658,35385,19994,9472,38153,15618,47902,44291,9473,47904
23861,63026,48442,57657,32538,9984,39177,12034,46110,45571,4097,46112
50228,25394,5178,15161,9754,11264,36105,12034,49950,43779,10753,48416
22325,61490,46138,55609,30490,10752,34057,17410,43038,41475,8961,50720
20533,60466,44858,54329,28442,9984,34569,18434,51486,44035,17921,48416
23605,63282,47930,57401,30746,10752,35849,16130,49182,37635,15873,45600
48692,23346,3898,13625,6938,10496,38153,12802,45342,49667,15617,45600
21045,59954,46138,54841,28698,13312,39689,17922,48670,47619,24577,44064
55604,28978,11578,21561,8730,9728,34825,23042,47646,46339,19201,49440
54324,28722,10298,20537,7450,9728,31497,19970,51230,54275,18177,46112
25653,63794,50234,59705,28186,10496,37641,17922,37150,47619,16385,53024
54324,28978,10298,20281,8730,10240,42761,11266,37918,52739,21761,44832
8757,47922,31802,41529,19738,9728,39689,11778,41246,50947,9217,50976
49460,24114,4410,14649,5658,10496,38665,16130,36638,53507,22273,51744
24629,64562,49978,58937,31002,11520,49161,22274,39198,53507,29953,37920
18485,57906,42810,52281,26138,9984,38153,15618,37406,52995,11009,48928
64308,38450,21306,31033,13594,10240,47369,11266,37150,60419,21761,52256
50996,25394,6458,16441,6170,10240,44297,16130,34078,57603,21249,56352
12085,50994,35642,45369,22810,9984,41481,17922,35870,57091,14081,49440
33845,7731,59706,3386,34842,10496,46345,24578,39454,51715,14593,42272
19253,58674,43834,53561,26138,12032,42505,22018,31006,60675,19201,49184
21813,60978,46394,55865,28186,12288,48137,24066,33822,61955,19969,45088
58932,32306,15674,25657,12058,9728,41737,13826,25118,59139,17409,54304
18485,56370,42810,52025,26650,9984,46857,19714,32542,57091,19713,46624
3893,42034,27450,37177,18202,13312,44297,19970,35102,58627,23041,48928
38709,12083,315,9274,38682,9984,51977,13314,32798,51971,15105,46368
53812,27442,10554,20281,7706,12288,49417,13826,32030,1796,25089,49184
19253,58930,43834,53049,25370,10752,54537,16130,24094,59395,13825,49696
54324,28722,10298,20025,9242,10496,57865,15618,28702,63235,24577,49184
34869,8755,60730,3898,35610,12544,54537,17666,24862,61699,18177,50208
56372,31282,13114,22585,9242,10240,50185,14338,24350,65027,19201,49696
16437,55090,41274,50233,24090,9728,55049,19202,22302,772,14081,47904
6965,45362,30266,39481,17690,12800,54537,16642,24094,64515,24065,51488
21045,59698,46138,55097,26138,9472,56329,9986,17182,1540,22529,56352
47156,22322,2618,12345,4378,10240,58121,17666,16926,2820,27393,44832
7477,47666,30778,39737,18714,10752,63497,15106,18974,64771,12033,44320
14645,53554,38202,47161,23322,12032,64521,8194,23838,60931,33025,41248
25653,65074,50234,58937,28442,11008,1802,20226,16414,64771,27393,24096
21045,59698,45882,54329,25370,11264,55561,17154,21022,54787,25857,24608
59956,34098,16442,25401,10522,10240,63753,18434,21278,4356,27393,48928
309,38450,22586,31545,13594,13824,60937,30466,17438,59907,15873,55584
56116,30258,12090,21561,9498,12800,62217,26626,14878,64003,14849,59936
6453,46130,29242,38457,18202,10496,56329,19458,11550,64003,14849,59936
9525,48434,32570,41529,18970,9984,56073,16642,15646,54531,19201,52768
24629,64050,49210,58169,27930,11264,57865,14338,17694,63747,8961,42784
18741,57650,43066,51513,25882,12032,63753,9986,14366,51971,14593,34336
19253,57650,43322,52281,26394,12032,58377,22274,8990,62467,19713,38176
18229,57138,42298,51001,25114,9984,59145,14594,14110,49667,15617,31008
27189,1075,52026,60729,30490,9984,55305,8450,14622,54275,23553,31008
6709,46898,29498,38713,19738,10496,57097,14594,22558,56323,17409,43808
10037,49714,33082,41785,20762,10240,59657,7170,17950,54531,24577,40480
57652,31282,13370,22841,11802,9472,57353,9730,16414,52995,19457,35616
22837,62258,46906,55609,27930,11776,57609,15106,16926,64003,20993,38176
58676,32306,14394,23865,11802,9728,56841,13826,15646,51971,17665,37920
43828,17714,64569,7737,2074,10752,56585,10498,15134,52739,11265,37408
22325,61490,46394,55097,27418,10496,62985,15362,8734,60675,8961,39456
44597,17971,4923,13626,39706,10752,65289,17410,13086,54019,14593,28960
44341,17459,4411,13114,41754,11264,57865,7938,17182,53251,14337,36128
9013,48946,31290,40505,22298,10752,54537,17922,12062,51715,17665,41760
57652,31026,13114,22585,11290,9472,64009,6402,10526,56579,18177,35104
17205,56626,40250,49721,25370,10240,58121,8194,14366,53251,5633,35616
20021,59442,43834,53049,28186,9728,57865,13826,12062,53763,16897,43040
21813,60466,45626,54841,29466,9728,55561,20226,24350,52995,15105,37408
50484,24626,5178,14905,7962,10496,56841,6146,8990,47875,11009,49440
51252,24882,5178,15161,6682,10240,61193,6914,19486,46083,12801,41504
7989,47410,30266,39737,20250,10496,64777,10498,21278,48131,10241,44320
55860,29234,10554,20793,6938,9728,50953,11266,12318,54531,9729,42528
32565,5171,56890,1082,35098,9728,57097,7682,22046,52227,19713,49696
52276,25650,7226,16953,6426,9216,60937,2562,19742,47619,3585,42528
27701,307,51258,60729,31258,10240,52489,2562,17950,59651,8449,55072
61236,34098,16442,26681,13082,9216,54537,7682,23838,55043,5889,48928
2357,41522,23610,34105,17690,9984,57097,9986,21534,55299,513,40480
11829,54578,33082,43321,22042,12288,49417,6402,17950,57347,65024,48928
28469,2611,52026,62265,28698,11264,44809,2,18718,56579,3329,53024
16693,56370,38970,49977,21530,9728,43273,4866,25630,50947,6657,57120
15669,55602,38202,48953,21786,9984,48649,7938,23326,46851,12801,46880
65076,40498,20282,31289,13082,10496,36873,4354,22302,51971,12801,55072
20533,60722,42554,53561,24090,10752,45577,2818,25886,43523,6657,59680
21045,61490,44090,54841,23066,12032,40457,14082,25374,40707,4353,43296
5941,47410,27450,37945,15386,10240,36105,7682,25886,49411,14081,50464
27189,2867,50490,60985,26650,10240,30473,20226,23582,54787,6913,50208
7733,49714,29498,40249,16410,10752,32009,770,22046,47363,4097,55072
38965,14643,64058,8762,32794,11776,42249,9986,33054,54019,1537,61728
10293,52530,32570,43577,18202,10240,36105,65281,38174,50947,5377,53536
29749,5427,53562,63801,29210,10496,35081,1282,33054,51715,63744,49440
31541,7731,54586,314,31514,10240,39433,8194,28958,51203,4097,56096
10805,52530,31546,42809,17178,9984,37641,7170,29982,46595,513,44320
12597,55090,33594,44601,19738,10752,35849,4354,30238,39683,15873,48416
58676,35634,12346,23865,8730,9728,29193,770,34078,39171,9473,52512
17461,59698,39482,50233,22810,10240,28681,11778,33054,35075,13825,52256
821,43314,21050,32569,10522,9728,21513,10498,36382,34051,7681,51488
3893,46386,24122,35641,13082,10496,29193,6914,41246,36611,5889,50208
6453,47666,26938,38457,15642,9472,32521,12802,36894,34051,23041,53280
8757,51250,29498,40761,18458,10240,25097,13058,45598,41475,3073,46624
55092,32050,7994,20793,6426,9728,22793,3586,43806,40451,8705,48928
30005,7219,52794,64057,31258,10752,28425,64769,47646,43011,9217,53536
30517,7731,53306,64825,31258,10752,27145,11522,53790,44803,9217,62240
49461,26419,8763,19770,40730,10496,17929,16386,52510,27395,9217,56352
13109,55090,34106,46137,18970,9472,20233,15362,49950,26371,14337,39200
25141,2611,47162,58937,26650,11520,23305,13058,53790,33539,12801,49952
40245,16435,64058,9786,36890,10240,22025,16130,42014,47107,14593,49440
5173,47922,25146,37177,16666,10496,24329,12290,53534,35331,17153,49184
46133,21811,4923,16442,40474,9984,16137,22274,57886,46339,20481,49952
52532,29746,5690,17977,6682,11776,22793,17666,59934,39427,15617,48160
28469,4915,51514,63289,28954,9984,23305,19714,53022,48899,19969,56096
6197,48690,27194,39225,15386,9984,23817,24066,56094,45827,18689,50720
8501,50994,28986,41529,17178,9984,23305,31234,57374,44547,16897,47136
9781,53298,30522,43321,19482,10240,30729,26626,52510,39939,14081,49440
29493,5939,52026,64313,30490,10240,21513,30210,56094,36611,23809,45088
29493,6707,52282,64569,31514,10752,28937,30978,61726,40963,16385,41760
32565,9011,55098,2106,29466,10752,22025,34818,59166,37123,23297,50208
19509,62258,40762,53817,22298,10240,13577,22530,51486,35075,27649,50464
821,43570,20282,33593,13594,9984,10505,22018,56094,34563,29185,47136
29493,5171,51770,64313,30234,11520,17417,20994,287,28419,25089,57376
54324,30770,6970,20025,6938,11776,15625,20738,58398,32259,20481,53280
53812,30258,6458,19769,5402,11264,11273,33538,58142,38915,25857,53280
28469,4659,51002,63545,29466,9728,12297,30210,58398,30211,26369,52000
58164,35122,10554,23609,11034,10496,16905,37634,60702,38147,29441,55328
60468,36914,13114,26425,10778,10240,19977,22530,59422,40963,18177,54560
64820,41010,17722,31033,13850,10240,10249,27650,56606,40451,23297,55072
3381,44850,22586,36153,16154,9472,16393,16642,58398,37379,23041,59680
13109,54578,33338,46137,21018,9728,21513,34562,53534,30467,28417,52256
13109,54834,33082,46393,20506,9728,17929,20226,58910,40451,24065,59168
59444,36402,11578,25657,10778,10496,12809,32514,55582,35587,19713,57120
41525,16947,64570,11322,36122,11520,12809,26626,56094,39683,20225,51488
14901,56882,34618,47929,21786,10240,18697,24322,58142,34819,27905,60192
33845,9779,56378,3642,32794,9472,14345,18946,49694,39171,19201,48160
12853,54066,33338,46649,19226,9728,17417,24322,51998,43523,24577,62496
32309,7731,54586,2106,32794,10240,28681,25346,49438,34563,28673,53280
13877,54834,34362,48185,21274,9728,19209,23298,52766,40963,16897,50720
27445,3891,49978,62521,28442,10752,20489,24578,52254,36867,26369,48416
18229,59442,39482,52537,25370,12544,15369,20226,51742,37379,18689,52256
4917,46642,24634,37945,17946,10240,19209,23810,53022,35075,11265,51488
25653,1843,47674,60473,29210,10240,24585,17666,49182,39683,22017,58656
12341,54322,32570,45369,21530,13824,21257,17666,44318,39171,20737,51488
27445,2867,49722,62521,28698,9984,18953,23554,34334,30467,21505,53024
28981,3635,51002,63801,29722,9984,22025,22530,40990,35587,21761,52512
58676,34098,11578,24889,9754,10240,23049,16642,37150,35331,14337,50720
16693,57138,36922,49977,23578,13568,18185,18434,37918,38659,12545,49952
38965,14131,60986,8762,38170,10752,18441,6402,34078,35843,11521,55328
28981,3891,50746,63801,32026,13568,18441,13826,35614,42755,9985,51488
39733,14131,62010,9530,35354,9984,21257,7426,26910,36611,10497,60960
19253,59698,40250,52793,23578,13312,23305,9474,30494,32515,10753,54816
54836,31282,7226,20793,4634,12032,26889,4866,27678,41475,3841,45344
65332,39986,18746,31801,11802,12032,22281,10242,37150,40963,15361,55072
34869,10291,57402,4410,32282,10240,21257,4610,24350,39427,3841,50464
61492,36914,14650,27961,9498,9728,26121,14082,22558,33027,257,53280
17461,58418,37946,51001,21274,10240,25097,11266,21278,30723,3841,52768
62004,40498,14394,27449,9242,12032,28425,514,17438,43779,1025,49440
64564,40754,18234,31289,9498,10496,29705,6658,14366,34307,14081,49184
20533,61490,41786,54585,21274,9728,16649,4866,19230,31491,64256,48928
49973,25651,8251,21050,39450,11520,29193,63745,17950,40963,5121,50464
821,42034,20538,33849,9754,9472,22793,2818,15134,31747,1537,47392
24885,819,46650,59705,24346,9728,14601,2818,18206,36867,4353,48672
47669,22835,5947,18490,36890,9728,26377,5122,19486,35075,8193,46624
27189,3379,48698,61497,25370,11008,22025,4098,12318,38403,62464,47136
10805,53810,31546,44601,16666,14080,24073,2,15902,36867,62720,46112
11061,53042,31546,44345,17178,10496,17929,2,10782,25859,58624,49440
57652,34866,11066,24377,5658,9984,29449,5122,10014,30467,2305,46112
50997,27443,9787,21818,40986,11520,26889,1794,13086,33795,2305,51488
64564,41522,18234,31289,9242,9984,23561,62977,6942,37635,57600,53792
47669,23859,5947,18490,37146,12544,18185,60929,12830,33027,62720,47904
2101,44338,21562,34361,11034,10240,20233,64001,12062,34051,1,57120
