sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
26667,2357,18743,46648,34841,10240,46092,43264,56604,31493,7426,32544
47658,14900,30262,56631,6681,9728,57612,39680,61468,37381,2050,31008
6699,44084,59702,21304,24857,9984,60428,50432,57628,39941,4866,21024
7723,44084,59190,21560,25881,10240,3085,47104,2333,46341,5122,22304
11819,48180,64310,27448,27929,10496,8461,51200,11037,49669,3074,21280
13611,48692,64566,28728,29209,10240,22541,55808,4381,48645,1026,25888
57386,22068,36918,824,14105,9728,32525,46336,12829,43269,11010,22048
45098,5684,19766,49719,5145,10240,33293,49152,9501,55557,12034,20768
49962,13364,27958,57399,11801,9472,46861,49920,285,50181,17154,21024
19243,57396,1591,31800,35097,14080,56333,50176,65052,61445,11778,27936
13099,48180,62774,28216,29465,10240,56589,46336,63516,58629,12546,30752
8747,42292,56630,22328,25881,11776,3854,45824,5149,62469,10754,41760
5675,37684,52278,17720,25625,12032,7438,48384,3357,62725,13826,31264
64554,28468,41782,6968,20761,9984,13838,51456,7197,3590,5378,36384
15403,47924,62262,28216,31257,11008,16654,40704,20765,65029,6402,27168
9003,39732,52790,19256,25881,10240,18446,36608,21789,2054,9474,35360
2859,31796,43318,10296,21529,10240,19982,38400,19229,61189,8194,25888
9515,38196,49462,17208,25113,12544,16398,36608,14109,57093,9474,30752
55850,14900,26166,58679,14105,10240,20750,28160,11037,1030,4098,39968
29483,62516,9527,43320,39449,10240,9230,34560,8733,63749,6658,35616
1323,26420,38454,5688,21273,9728,63757,31232,15645,59397,3074,36128
54314,9780,21302,53815,12313,9728,3086,36864,3357,56069,11010,43296
21291,48436,61238,28984,32281,10752,64269,24832,3869,61189,8706,44832
13355,39476,52278,19256,26137,9984,55821,30976,10525,55557,4354,37920
62762,20276,32822,64823,15385,10240,52749,33536,3101,57093,9218,34848
33067,62772,12087,44088,38937,9984,55821,27648,3613,59141,3842,27168
6955,29236,43574,9784,19737,9472,60173,30720,8477,64261,62977,38944
16683,41268,54582,21304,26905,10240,65037,37376,5917,59397,59649,38944
51498,4660,16182,47671,6169,10752,2574,36352,2333,3846,63489,38176
21547,48180,61494,28728,33049,10496,16654,34048,5661,3590,514,27680
16939,42804,55606,22072,29977,11776,16398,34560,10525,5126,5634,28704
12331,37684,50998,16952,29209,12544,16142,34816,5405,8454,770,26912
20011,47412,60470,27448,33305,9728,24590,36608,11549,8710,1538,23072
24107,52020,65334,31544,36121,12288,26638,37120,11549,14342,5122,29984
19755,47412,59958,27192,35097,10752,35598,30976,15645,12550,2050,25632
17451,44084,55862,22584,33305,12032,34830,37376,10525,6150,11266,28192
55594,10292,21558,53559,14105,11776,37390,27136,12573,15110,10498,31520
12843,38452,50998,17464,27161,9984,45070,41984,11805,9990,5634,33312
53546,9012,20790,52023,13337,11264,40718,32512,12829,11014,12546,27424
56874,13620,25142,56887,15897,9728,33550,35840,14621,12550,4098,43040
13099,40756,53302,19768,31001,9984,24846,28672,17181,9478,6658,31008
14379,41780,54582,21304,31769,9984,30990,34816,8733,12294,8706,27680
18219,46644,59958,26424,36121,9728,20750,38400,14109,7686,2306,31264
54826,11316,23350,54839,15897,9984,24334,34816,12829,7174,6914,29984
7723,34100,47158,12600,31001,10240,18446,25344,11549,7174,770,24352
7723,34100,48182,13624,29465,9216,526,32256,10525,63237,7938,36896
10795,37172,50742,16184,29977,10240,1806,27904,10781,2054,7426,28192
61482,23604,27190,58167,22553,16896,58125,28672,15133,58373,12546,39456
