sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
37685,38961,8759,29241,17947,10496,3848,62465,13087,64514,4609,65056
38965,40497,10039,30265,19739,11264,7432,3074,13855,58370,64256,62496
14645,16945,49462,3385,2587,14080,4360,63233,28703,2051,7681,3617
34101,35377,4407,24889,14363,12544,2568,770,13855,61698,5377,3873
34357,37169,4663,25401,15899,10496,2056,2818,20255,59138,6657,7457
63028,3633,32822,51512,58906,10240,3848,1026,17439,1283,1281,4129
65076,4401,34358,53304,61210,9984,9736,57345,13599,63746,3329,6945
43573,47153,13367,34873,23067,9984,11272,9474,17951,63234,59648,2849
30005,34097,65078,19769,14619,13056,10248,2050,11551,259,2817,13089
15157,18993,49718,4409,5659,10240,12040,9218,16671,2819,7425,13857
39989,44337,10295,31801,19483,10752,12296,258,16415,3843,7169,8481
2613,6193,36662,56632,62234,9728,19464,65281,16415,64258,7937,14625
32565,35377,3127,24377,16667,11776,19208,63745,12575,2307,14849,14113
39477,41521,9783,31289,19995,11008,19464,2562,14367,64258,18177,12321
8501,11569,43574,63544,1307,9984,16648,1794,9503,61442,10241,10785
14645,19505,49974,4665,4635,10240,19976,8194,9759,58882,6913,9761
37173,42033,7991,28729,18715,10240,20488,7170,7455,59394,4353,13857
16437,22577,51254,6201,4379,10240,14344,6914,799,62466,58624,11041
42549,46641,12855,34105,19995,9728,7688,4866,10783,61442,1537,11297
7221,13361,42038,62008,65050,9984,17160,4866,10271,59650,257,8225
34101,38961,3895,25145,16667,9472,23816,7170,8991,1027,5889,3105
39733,41521,9527,30521,17947,8704,14856,9986,63518,64514,9473,545
35381,48945,4663,23609,20507,16384,23816,770,1311,2307,1,1313
37173,41265,5687,27449,16411,12032,29704,12290,1055,6403,3329,3873
21813,28209,55862,11321,6171,13824,30472,14850,63518,771,3329,33
11317,17201,44086,65080,1307,13056,27912,13314,62494,61442,4865,65312
11573,17969,44598,65336,539,12544,39432,16642,2591,4611,7681,65056
4661,10033,37174,57912,61210,9984,34824,16898,58910,57346,14849,2337
4149,9777,36662,56888,63770,10240,40968,18178,8735,6147,2817,61216
55093,57905,23351,45625,26907,10752,38664,22018,2335,3331,5121,1825
7989,12849,40502,60472,64538,12800,42504,20482,61470,3843,2817,64288
3381,7217,35638,55352,60186,10752,40968,18434,63518,5379,12289,1313
22837,26161,55862,10553,5403,10240,44808,21250,61726,13059,10241,63520
46901,47665,14647,36153,16923,9984,46344,26882,60958,5891,17409,60704
28725,29745,61238,16185,5147,12800,53000,24322,1567,11779,16385,65056
