sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
11798,43031,3378,34311,54530,10496,10496,11008
11798,43031,3378,34311,54530,10496,10496,11008
790,29463,48433,34567,54530,10752,10496,10752
790,29463,48433,34567,54530,10752,10496,10752
56853,17943,33841,35079,54274,10752,10240,10752
56853,17943,33841,35079,54274,10752,10240,10752
6166,32535,59697,35079,54274,11008,10496,10752
6166,32535,59697,35079,54274,11008,10496,10752
8982,38423,50,35335,54530,10752,10496,10752
8982,38423,50,35335,54530,10752,10496,10752
13334,43799,5938,34567,55042,10752,10752,10496
13334,43799,5938,34567,55042,10752,10752,10496
11542,44567,2610,35079,54018,10496,10240,10752
11542,44567,2610,35079,54018,10496,10240,10752
65301,31767,46385,32519,54530,10496,10752,10496
65301,31767,46385,32519,54530,10496,10752,10496
1558,34327,54321,35335,54530,10752,10496,10752
1558,34327,54321,35335,54530,10752,10496,10752
19734,55575,15154,34311,53762,10496,10496,10752
19734,55575,15154,34311,53762,10496,10496,10752
64021,34071,46641,34055,54530,10752,10496,10496
64021,34071,46641,34055,54530,10752,10496,10496
2070,35607,53041,35847,54530,10496,10496,11008
2070,35607,53041,35847,54530,10496,10496,11008
6166,42263,55089,35335,55298,10496,10240,10496
6166,42263,55089,35335,55298,10496,10240,10496
8214,41751,62769,34311,54786,10752,10240,10752
8214,41751,62769,34311,54786,10752,10240,10752
54549,24343,29745,34823,54530,10752,10240,10752
54549,24343,29745,34823,54530,10752,10240,10752
5398,43287,57393,35847,54530,10496,10496,10752
5398,43287,57393,35847,54530,10496,10496,10752
7190,42519,63537,35847,54786,10496,10496,11008
7190,42519,63537,35847,54786,10496,10496,11008
54805,26903,30001,36871,52738,10752,10496,10752
54805,26903,30001,36871,52738,10752,10496,10752
3862,37655,55601,35335,54018,10752,10240,10752
3862,37655,55601,35335,54018,10752,10240,10752
6678,47383,62257,35335,54274,10752,10496,10496
6678,47383,62257,35335,54274,10752,10496,10496
64021,35863,46641,36359,53762,10752,10496,10752
64021,35863,46641,36359,53762,10752,10496,10752
12822,53783,7218,34823,53762,10752,10496,10752
12822,53783,7218,34823,53762,10752,10496,10752
57621,30743,38449,33543,53762,10496,10496,10752
57621,30743,38449,33543,53762,10496,10496,10752
19734,61719,17202,33799,53762,10752,10240,10752
19734,61719,17202,33799,53762,10752,10240,10752
64789,34839,48689,33543,54018,10496,10496,10752
64789,34839,48689,33543,54018,10496,10496,10752
4118,44311,55857,34311,54018,10496,10496,10752
4118,44311,55857,34311,54018,10496,10496,10752
6422,41239,61233,35591,54274,10752,10496,10752
6422,41239,61233,35591,54274,10752,10496,10752
10774,47127,1842,34567,54018,10752,10496,10752
10774,47127,1842,34567,54018,10752,10496,10752
11286,50455,5170,34567,54274,10496,10240,10496
11286,50455,5170,34567,54274,10496,10240,10496
8982,45591,64817,35847,54018,10752,10496,10752
8982,45591,64817,35847,54018,10752,10496,10752
64277,32023,48177,34823,54530,10496,10496,10752
64277,32023,48177,34823,54530,10496,10496,10752
4630,40983,56113,35335,53250,11008,10496,10752
4630,40983,56113,35335,53250,11008,10496,10752
60693,27671,38193,34567,54530,10752,10496,10752
60693,27671,38193,34567,54530,10752,10496,10752
58645,24343,33073,36103,54018,10752,10240,10752
58645,24343,33073,36103,54018,10752,10240,10752
61205,28951,35889,33543,54274,10496,10496,10752
61205,28951,35889,33543,54274,10496,10496,10752
9494,43287,61745,34311,54530,10752,10240,10752
9494,43287,61745,34311,54530,10752,10240,10752
12566,45847,2866,37383,54274,10752,10240,10752
12566,45847,2866,37383,54274,10752,10240,10752
23062,55319,21298,34823,54786,10752,10496,10752
23062,55319,21298,34823,54786,10752,10496,10752
19222,53527,13362,34567,54274,10752,10240,10752
19222,53527,13362,34567,54274,10752,10240,10752
278,33559,45873,35335,54274,10752,10496,11008
278,33559,45873,35335,54274,10752,10496,11008
9494,39447,62257,33543,54274,10496,10240,10496
9494,39447,62257,33543,54274,10496,10240,10496
9750,41495,63025,33287,54018,10752,10496,10752
9750,41495,63025,33287,54018,10752,10496,10752
15894,49431,3378,33287,54018,10496,10496,10752
15894,49431,3378,33287,54018,10496,10496,10752
16918,50455,6194,33031,53762,10752,10240,10752
16918,50455,6194,33031,53762,10752,10240,10752
13334,47639,3634,34055,54274,10752,10496,10752
13334,47639,3634,34055,54274,10752,10496,10752
22,32535,48689,35847,54530,10496,10496,10752
22,32535,48689,35847,54530,10496,10496,10752
5142,41495,55345,34823,54274,10752,10496,10752
5142,41495,55345,34823,54274,10752,10496,10752
9238,45335,62257,35847,54018,10496,10240,10752
9238,45335,62257,35847,54018,10496,10240,10752
56853,28439,31793,36359,53762,10752,10240,10496
56853,28439,31793,36359,53762,10752,10240,10496
4118,42775,53553,37127,54018,10496,10496,10752
4118,42775,53553,37127,54018,10496,10496,10752
6934,45847,59953,36359,54274,10752,10496,10496
6934,45847,59953,36359,54274,10752,10496,10496
21270,59415,18994,37895,54018,11008,10240,10496
21270,59415,18994,37895,54018,11008,10240,10496
56853,27159,31793,37639,54530,10752,10496,10752
56853,27159,31793,37639,54530,10752,10496,10752
59669,31511,38705,36359,54530,10752,9984,10496
59669,31511,38705,36359,54530,10752,9984,10496
65301,36119,44849,36871,54274,10752,10496,10752
65301,36119,44849,36871,54274,10752,10496,10752
20246,59159,16178,37639,54530,10496,10240,10752
20246,59159,16178,37639,54530,10496,10240,10752
60181,29975,36145,35847,54530,10496,10496,10752
60181,29975,36145,35847,54530,10496,10496,10752
534,35351,42801,37127,54018,10752,10240,10752
534,35351,42801,37127,54018,10752,10240,10752
4374,39191,48945,39175,54018,10496,10240,10496
4374,39191,48945,39175,54018,10496,10240,10496
21014,56343,10546,38663,54018,10496,10496,10496
21014,56343,10546,38663,54018,10496,10496,10496
22,30743,39729,35847,53250,10752,10496,10496
22,30743,39729,35847,53250,10752,10496,10496
13078,44567,64561,36615,53250,10496,10496,10496
13078,44567,64561,36615,53250,10496,10496,10496
14614,49687,3890,37895,54274,10496,10240,10752
14614,49687,3890,37895,54274,10496,10240,10752
17686,56855,5170,39175,54530,10752,10240,10752
17686,56855,5170,39175,54530,10752,10240,10752
278,39191,44849,37127,54274,10752,10240,10752
278,39191,44849,37127,54274,10752,10240,10752
57365,25367,28977,37383,53506,10496,9984,10752
57365,25367,28977,37383,53506,10496,9984,10752
16406,57623,8754,37383,55042,10496,10496,10752
16406,57623,8754,37383,55042,10496,10496,10752
14358,54039,1330,36871,54274,10240,10496,10752
14358,54039,1330,36871,54274,10240,10496,10752
2838,42775,48689,36103,53506,10496,10496,10752
2838,42775,48689,36103,53506,10496,10496,10752
61205,36631,33585,37383,53762,10496,10496,10752
61205,36631,33585,37383,53762,10496,10496,10752
62741,38679,40241,37383,53506,10496,10240,10752
62741,38679,40241,37383,53506,10496,10240,10752
1558,43287,47153,37383,53506,10752,10240,10752
1558,43287,47153,37383,53506,10752,10240,10752
15894,61207,4658,36615,54274,10496,10240,10752
15894,61207,4658,36615,54274,10496,10240,10752
63765,39959,38705,35847,54018,10496,10496,10752
63765,39959,38705,35847,54018,10496,10496,10752
24598,5656,17970,35847,53506,10496,10496,10752
24598,5656,17970,35847,53506,10496,10496,10752
3606,44567,49969,36359,53762,10752,10240,10496
3606,44567,49969,36359,53762,10752,10240,10496
11542,55575,57905,37383,53250,10752,10496,10752
11542,55575,57905,37383,53250,10752,10496,10752
12822,55319,64305,36359,53506,10752,10496,10752
12822,55319,64305,36359,53506,10752,10496,10752
16150,61207,3890,36103,53506,10496,10752,10752
16150,61207,3890,36103,53506,10496,10752,10752
63765,42775,36913,35847,53506,10496,10240,10752
63765,42775,36913,35847,53506,10496,10240,10752
11030,55319,62001,36871,53762,10496,10496,10752
11030,55319,62001,36871,53762,10496,10496,10752
3606,52247,47409,35079,53506,10496,10240,10496
3606,52247,47409,35079,53506,10496,10240,10496
16918,63255,4658,36615,53762,11008,10496,10752
16918,63255,4658,36615,53762,11008,10496,10752
14870,59671,3890,38663,54274,10752,10496,10752
14870,59671,3890,38663,54274,10752,10496,10752
3350,50711,46129,38919,54018,10752,10496,10752
3350,50711,46129,38919,54018,10752,10496,10752
8214,52759,52785,36615,53250,10752,10752,10752
8214,52759,52785,36615,53250,10752,10752,10752
9750,55063,59185,36359,53250,10752,10496,10496
9750,55063,59185,36359,53250,10752,10496,10496
56085,35607,24369,35847,53762,10752,10496,10752
56085,35607,24369,35847,53762,10752,10496,10752
5654,52503,50737,35591,53762,10496,10240,10752
5654,52503,50737,35591,53762,10496,10240,10752
9494,54807,57393,36871,54018,10752,10240,10752
9494,54807,57393,36871,54018,10752,10240,10752
12822,59159,63537,38407,54018,10752,10496,10752
12822,59159,63537,38407,54018,10752,10496,10752
16406,60183,3122,38919,53506,10752,10496,10752
16406,60183,3122,38919,53506,10752,10496,10752
18710,64535,6194,39687,53506,10752,10496,11008
18710,64535,6194,39687,53506,10752,10496,11008
14102,62231,62001,38663,53506,10752,10240,10752
14102,62231,62001,38663,53506,10752,10240,10752
22,48151,35889,37127,54018,10752,10240,10496
22,48151,35889,37127,54018,10752,10240,10496
4374,53527,42545,39175,54274,10752,10496,11008
4374,53527,42545,39175,54274,10752,10496,11008
5654,53271,46129,38663,53506,10752,10240,10496
5654,53271,46129,38663,53506,10752,10240,10496
7958,54295,52529,39431,54274,10496,10496,10752
7958,54295,52529,39431,54274,10496,10496,10752
11542,57111,58673,38663,53762,10496,10496,10496
11542,57111,58673,38663,53762,10496,10496,10496
14358,58647,64305,36871,53506,10496,10496,10496
