sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
2582,54293,57649,33543,52738,10496,10496,10496
2582,54293,57649,33543,52738,10496,10496,10496
790,54037,56881,33287,53250,10752,10496,10496
790,54037,56881,33287,53250,10752,10496,10496
46613,39957,32561,32775,52994,10496,10496,10752
46613,39957,32561,32775,52994,10496,10496,10752
49941,43285,39473,33799,55042,10752,10240,11008
49941,43285,39473,33799,55042,10752,10240,11008
63253,63509,306,32007,52738,10496,10496,10752
63253,63509,306,32007,52738,10496,10496,10752
65301,1814,4914,32007,53250,10752,10496,10752
65301,1814,4914,32007,53250,10752,10496,10752
47893,50197,38705,34567,53250,10752,10496,10752
47893,50197,38705,34567,53250,10752,10496,10752
51989,54293,47153,33799,52994,10496,10752,10752
51989,54293,47153,33799,52994,10496,10752,10752
55317,60437,54577,33287,52994,10752,10496,10752
55317,60437,54577,33287,52994,10752,10496,10752
53269,58645,50481,33287,53250,10752,10496,10496
53269,58645,50481,33287,53250,10752,10496,10496
51989,55829,47153,32775,53250,10752,10240,10752
51989,55829,47153,32775,53250,10752,10240,10752
44309,48661,31793,32007,54274,10496,10496,10496
44309,48661,31793,32007,54274,10496,10496,10496
47893,54293,38961,31751,52994,10496,10496,10496
47893,54293,38961,31751,52994,10496,10496,10496
61717,64021,63281,33287,52994,10752,10496,10752
61717,64021,63281,33287,52994,10752,10496,10752
42517,42517,31537,32263,53506,10752,10496,10752
42517,42517,31537,32263,53506,10752,10496,10752
43797,42261,35633,30471,52482,10752,10240,10752
43797,42261,35633,30471,52482,10752,10240,10752
47637,52501,43313,32775,53506,10752,10496,10752
47637,52501,43313,32775,53506,10752,10496,10752
63509,6934,3634,31495,52738,10496,10496,11008
63509,6934,3634,31495,52738,10496,10496,11008
62741,4118,5682,32007,52994,10496,10240,10752
62741,4118,5682,32007,52994,10496,10240,10752
60437,4886,1330,30983,52482,10752,10496,10752
60437,4886,1330,30983,52482,10752,10496,10752
45845,54293,36913,30983,52738,10752,10240,10496
45845,54293,36913,30983,52738,10752,10240,10496
54293,57877,54833,32007,52738,10496,10496,10496
54293,57877,54833,32007,52738,10496,10496,10496
61205,3094,62769,32263,54018,10496,10240,10752
61205,3094,62769,32263,54018,10496,10240,10752
61973,1302,2354,30471,53250,10496,10240,10752
61973,1302,2354,30471,53250,10496,10240,10752
64533,9750,7218,31239,53762,10496,10496,11008
64533,9750,7218,31239,53762,10496,10496,11008
57877,1558,60721,30471,53250,10752,10496,10752
57877,1558,60721,30471,53250,10752,10496,10752
49941,57109,45105,32263,53250,10496,10240,10752
49941,57109,45105,32263,53250,10496,10240,10752
43541,50965,34097,31751,52994,11008,10240,10752
43541,50965,34097,31751,52994,11008,10240,10752
44821,50453,40497,32007,53250,10752,10240,10752
44821,50453,40497,32007,53250,10752,10240,10752
50709,62485,48177,32007,53506,10496,10496,10752
50709,62485,48177,32007,53506,10496,10496,10752
54037,59157,54065,31751,52738,10752,10496,10752
54037,59157,54065,31751,52738,10752,10496,10752
57365,62485,57137,33031,54018,10752,10496,10752
57365,62485,57137,33031,54018,10752,10496,10752
4886,17686,16690,32263,53762,10496,10496,10752
4886,17686,16690,32263,53762,10496,10496,10752
58133,1558,51249,31239,53506,10752,10496,10752
58133,1558,51249,31239,53506,10752,10496,10752
57109,65301,48689,30727,53762,10752,10496,10752
57109,65301,48689,30727,53762,10752,10496,10752
56853,534,49201,32519,53250,10496,10240,10496
56853,534,49201,32519,53250,10496,10240,10496
62485,3606,56625,31495,53506,10496,10496,10752
62485,3606,56625,31495,53506,10496,10496,10752
51989,60949,39217,28935,53762,10752,10496,10752
51989,60949,39217,28935,53762,10752,10496,10752
55829,534,48177,31239,52994,10496,10240,10752
55829,534,48177,31239,52994,10496,10240,10752
61717,8982,56113,32007,52738,10752,10240,10752
61717,8982,56113,32007,52738,10752,10240,10752
56597,3350,43569,31495,53762,10752,10496,10752
56597,3350,43569,31495,53762,10752,10496,10752
59669,3350,47921,31751,53762,10752,10240,10752
59669,3350,47921,31751,53762,10752,10240,10752
61973,4374,54321,31495,53506,10496,10496,10752
61973,4374,54321,31495,53506,10496,10496,10752
53269,59925,38961,31239,53506,10496,10240,10752
53269,59925,38961,31239,53506,10496,10240,10752
57109,2582,46129,29703,54274,10752,10496,10752
57109,2582,46129,29703,54274,10752,10496,10752
4374,19478,4658,29959,55554,10752,10496,10752
4374,19478,4658,29959,55554,10752,10496,10752
10518,26390,20530,30727,55298,10752,10240,10752
10518,26390,20530,30727,55298,10752,10240,10752
6678,21014,15154,30471,55810,10752,10496,10752
6678,21014,15154,30471,55810,10752,10496,10752
55573,3606,48433,30215,55298,10752,10496,10496
55573,3606,48433,30215,55298,10752,10496,10496
62229,11030,55857,31239,55042,10240,10240,10752
62229,11030,55857,31239,55042,10240,10240,10752
6934,24598,15154,32519,55298,10240,10240,10752
6934,24598,15154,32519,55298,10240,10240,10752
65045,15382,306,32775,55554,10496,10496,10752
65045,15382,306,32775,55554,10496,10496,10752
46613,62229,31537,31751,55042,10752,10240,10752
46613,62229,31537,31751,55042,10752,10240,10752
51477,4630,38961,30727,55554,10496,10496,10752
51477,4630,38961,30727,55554,10496,10496,10752
56853,11286,45617,33031,55554,10752,10496,10752
56853,11286,45617,33031,55554,10752,10496,10752
2838,24598,4402,33799,55042,10752,10752,10752
2838,24598,4402,33799,55042,10752,10752,10752
4118,27414,7474,33031,55042,10496,10752,10752
4118,27414,7474,33031,55042,10496,10752,10752
62741,21526,62769,32519,54530,10496,10496,10752
62741,21526,62769,32519,54530,10496,10496,10752
45333,1302,31793,31751,55810,10752,10240,10752
45333,1302,31793,31751,55810,10752,10240,10752
50197,6166,39217,30727,54530,10752,10496,10752
50197,6166,39217,30727,54530,10752,10496,10752
54549,12566,46129,30983,55810,10752,10496,10752
54549,12566,46129,30983,55810,10752,10496,10752
11798,37654,22322,32519,54530,10752,10240,11008
11798,37654,22322,32519,54530,10752,10240,11008
49941,10006,38449,31495,54530,10496,10496,10496
49941,10006,38449,31495,54530,10496,10496,10496
278,26134,65073,30727,53762,10496,10496,10752
278,26134,65073,30727,53762,10496,10496,10752
4630,26902,4658,32263,53762,10752,10752,10752
4630,26902,4658,32263,53762,10752,10752,10752
5910,30486,8242,31495,52738,10752,10496,10752
5910,30486,8242,31495,52738,10752,10496,10752
63765,19478,61489,30727,52738,10752,10496,11008
63765,19478,61489,30727,52738,10752,10496,11008
44821,65301,32049,29191,53506,10496,10496,10752
44821,65301,32049,29191,53506,10496,10496,10752
49173,6422,38705,30471,54018,10752,10496,10496
49173,6422,38705,30471,54018,10752,10496,10496
54549,15126,45873,29447,54018,10752,10240,10496
54549,15126,45873,29447,54018,10752,10240,10496
57365,15638,52529,30215,53250,10752,10496,10752
57365,15638,52529,30215,53250,10752,10496,10752
58901,15382,58673,30215,54274,10496,10496,10752
58901,15382,58673,30215,54274,10496,10496,10752
62997,24342,50,30215,53506,11008,10496,10752
62997,24342,50,30215,53506,11008,10496,10752
11798,37654,23858,30983,53762,10496,10496,10752
11798,37654,23858,30983,53762,10496,10496,10752
58645,16918,57393,29447,53250,10752,10240,10752
58645,16918,57393,29447,53250,10752,10240,10752
49941,10262,41265,30471,53506,10752,10240,10752
49941,10262,41265,30471,53506,10752,10240,10752
65301,26902,2610,29447,53250,10752,10496,10752
65301,26902,2610,29447,53250,10752,10496,10752
45333,1814,33329,30215,52738,10752,10240,10496
45333,1814,33329,30215,52738,10752,10240,10496
60693,18966,61489,30215,53250,10752,10240,10752
60693,18966,61489,30215,53250,10752,10240,10752
