sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
24854,38188,43824,38663,50434,10752,10240,10496
26646,42796,48944,40199,50690,10752,10240,10496
26646,42796,48944,40199,50690,10752,10240,10496
29718,48428,54320,39687,50434,10752,10496,10496
29718,48428,54320,39687,50434,10752,10496,10496
22806,33324,39728,38151,51458,10496,10240,10752
22806,33324,39728,38151,51458,10496,10240,10752
45078,65068,9777,39943,50434,11008,10752,10752
45078,65068,9777,39943,50434,11008,10752,10752
29206,39724,48432,37895,50178,10496,10240,10752
29206,39724,48432,37895,50178,10496,10240,10752
31766,41772,51248,39175,51458,10752,10496,10496
31766,41772,51248,39175,51458,10752,10496,10496
28694,48940,55600,40199,50690,10752,10496,10752
28694,48940,55600,40199,50690,10752,10496,10752
34070,53036,62256,39687,51458,10496,10752,10752
34070,53036,62256,39687,51458,10496,10752,10752
14102,22828,31024,38919,52482,10496,10496,10496
14102,22828,31024,38919,52482,10496,10496,10496
17430,28204,37168,39431,50690,10752,10496,10752
17430,28204,37168,39431,50690,10752,10496,10752
21014,35884,43824,40199,51202,10496,10496,10752
21014,35884,43824,40199,51202,10496,10496,10752
33046,50988,58160,40967,50946,11008,10496,10496
33046,50988,58160,40967,50946,11008,10496,10496
23318,36908,45104,39687,50946,10752,10496,10752
23318,36908,45104,39687,50946,10752,10496,10752
8726,17708,22320,38663,51714,10752,10496,11008
8726,17708,22320,38663,51714,10752,10496,11008
23574,39212,45872,39431,52994,10752,10496,10752
23574,39212,45872,39431,52994,10752,10496,10752
27414,46636,51760,39687,50690,11008,10496,10752
27414,46636,51760,39687,50690,11008,10496,10752
16918,31020,36656,38151,50690,10496,10496,10752
16918,31020,36656,38151,50690,10496,10496,10752
31766,50988,58416,39687,50946,10752,10496,10496
31766,50988,58416,39687,50946,10752,10496,10496
33814,54572,61488,39431,50690,11008,10496,11008
33814,54572,61488,39431,50690,11008,10496,11008
29974,43052,52272,40711,52226,10752,10496,10496
29974,43052,52272,40711,52226,10752,10496,10496
12054,14892,21552,40199,51714,10752,10496,10752
12054,14892,21552,40199,51714,10752,10496,10752
27414,36652,45104,38663,49154,11008,10240,11008
27414,36652,45104,38663,49154,11008,10240,11008
27926,43052,51760,38407,49666,10496,10496,10496
27926,43052,51760,38407,49666,10496,10496,10496
29718,50220,57392,37639,49410,10752,10496,10496
29718,50220,57392,37639,49410,10752,10496,10496
28950,50732,59952,38919,49666,10496,10240,10752
28950,50732,59952,38919,49666,10496,10240,10752
32022,51756,59184,39687,48898,11008,10496,10752
32022,51756,59184,39687,48898,11008,10496,10752
22806,35116,43056,39687,50690,10752,10496,10752
22806,35116,43056,39687,50690,10752,10496,10752
11798,14636,21808,36103,48898,10752,10496,11008
11798,14636,21808,36103,48898,10752,10496,11008
23830,41004,47152,37127,50690,10752,10240,10752
23830,41004,47152,37127,50690,10752,10240,10752
11030,14380,22576,38407,50434,10752,10496,10496
11030,14380,22576,38407,50434,10752,10496,10496
20246,31020,37680,36359,50946,10752,10496,10752
20246,31020,37680,36359,50946,10752,10496,10752
23062,35116,42288,37383,50434,11008,10240,11008
23062,35116,42288,37383,50434,11008,10240,11008
33302,52780,58672,38407,50178,10752,10496,10752
33302,52780,58672,38407,50178,10752,10496,10752
25878,38700,46128,38663,49666,10496,10240,10496
25878,38700,46128,38663,49666,10496,10240,10496
22550,32812,38704,38663,50946,10496,10240,10496
22550,32812,38704,38663,50946,10496,10240,10496
29718,46124,51504,38919,50434,10752,10240,11008
29718,46124,51504,38919,50434,10752,10240,11008
32790,48428,55600,38151,49922,10752,10496,10752
32790,48428,55600,38151,49922,10752,10496,10752
18966,20268,27696,37639,50434,10752,10496,10752
18966,20268,27696,37639,50434,10752,10496,10752
18198,20524,27440,37383,50946,11008,10496,11008
18198,20524,27440,37383,50946,11008,10496,11008
20758,27436,33584,37127,50178,10752,10240,10752
20758,27436,33584,37127,50178,10752,10240,10752
20502,32556,39472,36359,52226,10752,10496,10496
20502,32556,39472,36359,52226,10752,10496,10496
24342,38956,45360,37639,49154,10496,10496,10496
24342,38956,45360,37639,49154,10496,10496,10496
30998,42284,50992,36871,48642,10496,10240,10496
30998,42284,50992,36871,48642,10496,10240,10496
35350,47660,56368,36103,50690,10752,10496,10752
35350,47660,56368,36103,50690,10752,10496,10752
13846,17452,22576,37639,49154,10496,10240,10752
13846,17452,22576,37639,49154,10496,10240,10752
17942,26412,29488,36359,50946,10752,10496,10496
17942,26412,29488,36359,50946,10752,10496,10496
21014,29484,35120,37127,48642,10752,10496,10752
21014,29484,35120,37127,48642,10752,10496,10752
33302,49452,54576,36871,49666,10752,10496,10496
33302,49452,54576,36871,49666,10752,10496,10496
37910,55084,60976,36615,50434,10752,10240,10752
37910,55084,60976,36615,50434,10752,10240,10752
36118,53548,60464,34055,52738,10752,10496,10752
36118,53548,60464,34055,52738,10752,10496,10752
21526,31788,37936,35847,50690,10752,10496,10752
21526,31788,37936,35847,50690,10752,10496,10752
34326,55596,62768,35335,51970,10752,10240,10752
34326,55596,62768,35335,51970,10752,10240,10752
13078,22572,29232,38663,52226,10752,10496,10752
13078,22572,29232,38663,52226,10752,10496,10752
26902,45356,53552,38919,49154,10752,10240,10496
26902,45356,53552,38919,49154,10752,10240,10496
30486,49964,58672,37895,49410,10496,10496,10496
30486,49964,58672,37895,49410,10496,10496,10496
11286,17708,25392,37383,48898,10752,10496,10496
11286,17708,25392,37383,48898,10752,10496,10496
35094,59692,2865,36871,51458,10496,10496,10496
35094,59692,2865,36871,51458,10496,10496,10496
17942,27436,34608,37383,48642,10496,10496,10496
17942,27436,34608,37383,48642,10496,10496,10496
34838,48940,57904,36359,50690,10496,10496,10496
34838,48940,57904,36359,50690,10496,10496,10496
16406,17452,24880,39687,49154,10752,10496,10496
16406,17452,24880,39687,49154,10752,10496,10496
26902,35884,42288,38407,51458,10496,10240,10752
26902,35884,42288,38407,51458,10496,10240,10752
20758,27948,34864,36359,49666,10496,10240,10752
20758,27948,34864,36359,49666,10496,10240,10752
34326,50988,58416,36615,51458,10752,10240,10496
34326,50988,58416,36615,51458,10752,10240,10496
35094,53548,60976,34823,50946,10496,10240,10752
35094,53548,60976,34823,50946,10496,10240,10752
29462,43564,50224,36871,50690,10752,10240,10752
29462,43564,50224,36871,50690,10752,10240,10752
32534,49708,55600,37639,50178,10496,10496,10496
32534,49708,55600,37639,50178,10496,10496,10496
33046,54828,60976,35591,50178,10496,10752,10496
33046,54828,60976,35591,50178,10496,10752,10496
35862,52268,60976,32775,50946,10496,10496,10752
35862,52268,60976,32775,50946,10496,10496,10752
31254,42028,51504,35591,49666,10752,10752,10752
31254,42028,51504,35591,49666,10752,10752,10752
16150,13100,21808,35079,49922,10752,10240,10752
16150,13100,21808,35079,49922,10752,10240,10752
20246,20780,28464,35591,50178,10496,10240,11008
20246,20780,28464,35591,50178,10496,10240,11008
44054,60460,5425,35335,50178,10496,10240,10496
44054,60460,5425,35335,50178,10496,10240,10496
21014,25644,35632,35079,49922,10496,10240,10752
21014,25644,35632,35079,49922,10496,10240,10752
17430,16940,25136,35591,49922,10752,10240,10752
17430,16940,25136,35591,49922,10752,10240,10752
22550,24620,33328,35591,50434,10752,10240,10752
22550,24620,33328,35591,50434,10752,10240,10752
33046,45612,57136,35847,49666,10752,10240,10752
33046,45612,57136,35847,49666,10752,10240,10752
44566,65068,13105,35335,50178,10496,10496,10752
44566,65068,13105,35335,50178,10496,10496,10752
16150,20524,30256,36103,50690,10752,10496,10752
16150,20524,30256,36103,50690,10752,10496,10752
22038,24620,35888,36103,50434,10496,10496,10752
22038,24620,35888,36103,50434,10496,10496,10752
34326,46124,59440,35847,50946,10752,10496,10752
34326,46124,59440,35847,50946,10752,10496,10752
47126,1325,14129,37639,49410,10240,10240,10752
47126,1325,14129,37639,49410,10240,10240,10752
39446,58668,4657,36871,49922,10752,10496,11008
39446,58668,4657,36871,49922,10752,10496,11008
24598,42284,53552,36615,49666,10752,10496,10752
24598,42284,53552,36615,49666,10752,10496,10752
11542,14380,25136,35335,50434,10752,10496,10752
11542,14380,25136,35335,50434,10752,10496,10752
16918,16428,28720,36359,50690,10496,10496,10496
16918,16428,28720,36359,50690,10496,10496,10496
23318,22828,35120,36615,50178,10752,10496,10752
23318,22828,35120,36615,50178,10752,10496,10752
26134,29484,41264,37383,50946,10752,10496,10752
26134,29484,41264,37383,50946,10752,10496,10752
29462,36140,48944,37383,49154,10752,10496,10496
29462,36140,48944,37383,49154,10752,10496,10496
35094,42028,54320,37895,49666,10752,10496,10752
35094,42028,54320,37895,49666,10752,10496,10752
24598,27436,38704,38407,48898,10752,10240,10752
24598,27436,38704,38407,48898,10752,10240,10752
15894,13100,24880,37895,49154,10496,10240,10752
15894,13100,24880,37895,49154,10496,10240,10752
24086,25132,37936,38151,49410,10752,10496,10496
